ID,Year,Party,Race
1082,2019,Democrat,Black
1083,2019,Democrat,Black
1084,2019,Democrat,Black
1085,2019,Democrat,Black
1086,2019,Independent,Black
1087,2019,Republican,Black
1088,2019,Democrat,Black
1089,2019,Independent,Black
1090,2019,Democrat,Black
1091,2019,Democrat,Black
1092,2019,Independent,Black
1093,2019,Democrat,Black
1094,2019,Independent,Black
1095,2019,Democrat,Black
1096,2019,Democrat,Black
1097,2019,Democrat,Black
1098,2019,Unsure/Refused,Black
1099,2019,Independent,Black
1100,2019,Democrat,Black
1101,2019,Democrat,Black
1102,2019,Independent,Black
1103,2019,Democrat,Black
1104,2019,Democrat,Black
1105,2019,Unsure/Refused,Black
1106,2019,Independent,Black
1107,2019,Independent,Black
1108,2019,Democrat,Black
1109,2019,Independent,Black
1110,2019,Democrat,Black
1111,2019,Independent,Black
1112,2019,Democrat,Black
1113,2019,Independent,Black
1114,2019,Democrat,Black
1115,2019,Democrat,Black
1116,2019,Independent,Black
1117,2019,Democrat,Black
1118,2019,Democrat,Black
1119,2019,Independent,Black
1120,2019,Democrat,Black
1121,2019,Democrat,Black
1122,2019,Democrat,Black
1123,2019,Democrat,Black
1124,2019,Democrat,Black
1125,2019,Democrat,Black
1126,2019,Independent,Black
1127,2019,Democrat,Black
1128,2019,Democrat,Black
1129,2019,Independent,Black
1130,2019,Democrat,Black
1131,2019,Democrat,Black
1132,2019,Democrat,Black
1133,2019,Democrat,Black
1134,2019,Independent,Black
1135,2019,Independent,Black
1136,2019,Democrat,Black
1137,2019,Independent,Black
1138,2019,Democrat,Black
1139,2019,Democrat,Black
1140,2019,Democrat,Black
1141,2019,Democrat,Black
1142,2019,Democrat,Black
1143,2019,Democrat,Black
1144,2019,Democrat,Black
1145,2019,Independent,Black
1146,2019,Democrat,Black
1147,2019,Democrat,Black
1148,2019,Democrat,Black
1149,2019,Independent,Black
1150,2019,Democrat,Black
1151,2019,Democrat,Black
1152,2019,Democrat,Black
1153,2019,Democrat,Black
1154,2019,Democrat,Black
1155,2019,Independent,Black
1156,2019,Independent,Black
1157,2019,Independent,Black
1158,2019,Republican,Black
1159,2019,Democrat,Black
1160,2019,Independent,Black
1161,2019,Democrat,Black
1162,2019,Democrat,Black
1163,2019,Democrat,Black
1164,2019,Democrat,Black
1165,2019,Democrat,Black
1166,2019,Democrat,Black
1167,2019,Independent,Black
1168,2019,Independent,Black
1169,2019,Democrat,Black
1170,2019,Independent,Black
1171,2019,Independent,Black
1172,2019,Democrat,Black
1173,2019,Democrat,Black
1174,2019,Independent,Black
1175,2019,Republican,Black
1176,2019,Democrat,Black
1177,2019,Democrat,Black
1178,2019,Independent,Black
1179,2019,Democrat,Black
1180,2019,Democrat,Black
1181,2019,Democrat,Black
1182,2019,Democrat,Black
1183,2019,Independent,Black
1184,2019,Democrat,Black
1185,2019,Democrat,Black
1186,2019,Democrat,Black
1187,2019,Independent,Black
1188,2019,Democrat,Black
1189,2019,Democrat,Black
1190,2019,Democrat,Black
1191,2019,Democrat,Black
1192,2019,Democrat,Black
1193,2019,Democrat,Black
1194,2019,Independent,Black
1195,2019,Democrat,Black
1196,2019,Independent,Black
1197,2019,Democrat,Black
1198,2019,Democrat,Black
1199,2019,Democrat,Black
1200,2019,Democrat,Black
1201,2019,Republican,Black
1202,2019,Democrat,Black
1203,2019,Democrat,Black
1204,2019,Democrat,Black
1205,2019,Democrat,Black
1206,2019,Independent,Black
1207,2019,Democrat,Black
1208,2019,Independent,Black
1209,2019,Democrat,Black
1210,2019,Democrat,Black
1211,2019,Democrat,Black
1212,2019,Democrat,Black
1213,2019,Democrat,Black
1214,2019,Independent,Black
1215,2019,Democrat,Black
1216,2019,Democrat,Black
1217,2019,Republican,Black
1218,2019,Democrat,Black
1219,2019,Independent,Black
1220,2019,Independent,Black
1221,2019,Democrat,Black
1222,2019,Democrat,Black
1223,2019,Independent,Black
1224,2019,Democrat,Black
1225,2019,Democrat,Black
1226,2019,Democrat,Black
1227,2019,Democrat,Black
1228,2019,Democrat,Black
1229,2019,Democrat,Black
1230,2019,Democrat,Black
1231,2019,Independent,Black
1232,2019,Democrat,Black
1233,2019,Republican,Black
1234,2019,Independent,Black
1235,2019,Republican,Black
1236,2019,Democrat,Black
1237,2019,Democrat,Black
1238,2019,Democrat,Black
1239,2019,Democrat,Black
1240,2019,Democrat,Black
1241,2019,Independent,Black
1242,2019,Democrat,Black
1243,2019,Independent,Black
1244,2019,Independent,Black
1245,2019,Independent,Black
1246,2019,Republican,Black
1247,2019,Independent,Black
1248,2019,Democrat,Black
1249,2019,Democrat,Black
1250,2019,Unsure/Refused,Black
1251,2019,Independent,Black
1252,2019,Democrat,Black
1253,2019,Democrat,Black
1254,2019,Independent,Black
1255,2019,Democrat,Black
1256,2019,Democrat,Black
1257,2019,Democrat,Black
1258,2019,Republican,Black
1259,2019,Independent,Black
1260,2019,Democrat,Black
1261,2019,Democrat,Black
1262,2019,Democrat,Black
1263,2019,Democrat,Black
1264,2019,Democrat,Black
1265,2019,Democrat,Black
1266,2019,Democrat,Black
1267,2019,Democrat,Black
1268,2019,Independent,Black
1269,2019,Democrat,Black
1270,2019,Republican,Black
1271,2019,Democrat,Black
1272,2019,Independent,Black
1273,2019,Democrat,Black
1274,2019,Democrat,Black
1275,2019,Independent,Black
1276,2019,Democrat,Black
1277,2019,Democrat,Black
1278,2019,Independent,Black
1279,2019,Independent,Black
1280,2019,Democrat,Black
1281,2019,Democrat,Black
1282,2019,Democrat,Black
1283,2019,Independent,Black
1284,2019,Democrat,Black
1285,2019,Independent,Black
1286,2019,Democrat,Black
1287,2019,Independent,Black
1288,2019,Democrat,Black
1289,2019,Democrat,Black
1290,2019,Independent,Black
1291,2019,Democrat,Black
1292,2019,Independent,Black
1293,2019,Democrat,Black
1294,2019,Democrat,Black
1295,2019,Independent,Black
1296,2019,Democrat,Black
1297,2019,Democrat,Black
1298,2019,Democrat,Black
1299,2019,Democrat,Black
1300,2019,Unsure/Refused,Black
1301,2019,Democrat,Black
1302,2019,Independent,Black
1303,2019,Democrat,Black
1304,2019,Democrat,Black
1305,2019,Democrat,Black
1306,2019,Democrat,Black
1307,2019,Independent,Black
1308,2019,Democrat,Black
1309,2019,Democrat,Black
1310,2019,Independent,Black
1311,2019,Independent,Black
1312,2019,Independent,Black
1313,2019,Independent,Black
1314,2019,Unsure/Refused,Black
1315,2019,Democrat,Black
1316,2019,Independent,Black
1317,2019,Democrat,Black
1318,2019,Democrat,Black
1319,2019,Independent,Black
1320,2019,Independent,Black
1321,2019,Democrat,Black
1322,2019,Democrat,Black
1323,2019,Unsure/Refused,Black
1324,2019,Democrat,Black
1325,2019,Democrat,Black
1326,2019,Democrat,Black
1327,2019,Independent,Black
1328,2019,Democrat,Black
1329,2019,Democrat,Black
1330,2019,Republican,Black
1331,2019,Democrat,Black
1332,2019,Democrat,Black
1333,2019,Independent,Black
1334,2019,Democrat,Black
1335,2019,Unsure/Refused,Black
1336,2019,Democrat,Black
1337,2019,Democrat,Black
1338,2019,Independent,Black
1339,2019,Independent,Black
1340,2019,Democrat,Black
1341,2019,Independent,Black
1342,2019,Independent,Black
1343,2019,Democrat,Black
1344,2019,Independent,Black
1345,2019,Democrat,Black
1346,2019,Democrat,Black
1347,2019,Democrat,Black
1348,2019,Independent,Black
1349,2019,Democrat,Black
1350,2019,Independent,Black
1351,2019,Democrat,Black
1352,2019,Democrat,Black
1353,2019,Democrat,Black
1354,2019,Democrat,Black
1355,2019,Democrat,Black
1356,2019,Democrat,Black
1357,2019,Independent,Black
1358,2019,Independent,Black
1359,2019,Democrat,Black
1360,2019,Democrat,Black
1361,2019,Unsure/Refused,Black
1362,2019,Democrat,Black
1363,2019,Independent,Black
1364,2019,Democrat,Black
1365,2019,Democrat,Black
1366,2019,Democrat,Black
1367,2019,Democrat,Black
1368,2019,Independent,Black
1369,2019,Democrat,Black
1370,2019,Democrat,Black
1371,2019,Democrat,Black
1372,2019,Independent,Black
1373,2019,Democrat,Black
1374,2019,Independent,Black
1375,2019,Independent,Black
1376,2019,Democrat,Black
1377,2019,Democrat,Black
1378,2019,Democrat,Black
1379,2019,Democrat,Black
1380,2019,Democrat,Black
1381,2019,Democrat,Black
1382,2019,Democrat,Black
1383,2019,Democrat,Black
1384,2019,Independent,Black
1385,2019,Democrat,Black
1386,2019,Democrat,Black
1387,2019,Independent,Black
1388,2019,Democrat,Black
1389,2019,Democrat,Black
1390,2019,Independent,Black
1391,2019,Democrat,Black
1392,2019,Democrat,Black
1393,2019,Independent,Black
1394,2019,Independent,Black
1395,2019,Independent,Black
1396,2019,Democrat,Black
1397,2019,Democrat,Black
1398,2019,Democrat,Black
1399,2019,Independent,Black
1400,2019,Independent,Black
1401,2019,Independent,Black
1402,2019,Democrat,Black
1403,2019,Democrat,Black
1404,2019,Independent,Black
1405,2019,Democrat,Black
1406,2019,Democrat,Black
1407,2019,Unsure/Refused,Black
1408,2019,Democrat,Black
1409,2019,Democrat,Black
1410,2019,Independent,Black
1411,2019,Independent,Black
1412,2019,Democrat,Black
1413,2019,Democrat,Black
1414,2019,Independent,Black
1415,2019,Democrat,Black
1416,2019,Democrat,Black
1417,2019,Democrat,Black
1418,2019,Independent,Black
1419,2019,Independent,Black
1420,2019,Independent,Black
1421,2019,Democrat,Black
1422,2019,Democrat,Black
1423,2019,Democrat,Black
1424,2019,Democrat,Black
1425,2019,Democrat,Black
1426,2019,Independent,Black
1427,2019,Unsure/Refused,Black
1428,2019,Democrat,Black
1429,2019,Democrat,Black
1430,2019,Democrat,Black
1431,2019,Democrat,Black
1432,2019,Democrat,Black
1433,2019,Republican,Black
1434,2019,Democrat,Black
1435,2019,Independent,Black
1436,2019,Independent,Black
1437,2019,Democrat,Black
1438,2019,Democrat,Black
1439,2019,Democrat,Black
1440,2019,Republican,Black
1441,2019,Democrat,Black
1442,2019,Republican,Black
1443,2019,Democrat,Black
1444,2019,Independent,Black
1445,2019,Democrat,Black
1446,2019,Democrat,Black
1447,2019,Democrat,Black
1448,2019,Democrat,Black
1449,2019,Democrat,Black
1450,2019,Democrat,Black
1451,2019,Democrat,Black
1452,2019,Republican,Black
1453,2019,Unsure/Refused,Black
1454,2019,Democrat,Black
1455,2019,Democrat,Black
1456,2019,Democrat,Black
1457,2019,Democrat,Black
1458,2019,Democrat,Black
1459,2019,Democrat,Black
1460,2019,Democrat,Black
1461,2019,Independent,Black
1462,2019,Democrat,Black
1463,2019,Democrat,Black
1464,2019,Democrat,Black
1465,2019,Democrat,Black
1466,2019,Democrat,Black
1467,2019,Democrat,Black
1468,2019,Democrat,Black
1469,2019,Democrat,Black
1470,2019,Democrat,Black
1471,2019,Democrat,Black
1472,2019,Democrat,Black
1473,2019,Democrat,Black
1474,2019,Democrat,Black
1475,2019,Democrat,Black
1476,2019,Independent,Black
1477,2019,Democrat,Black
1478,2019,Democrat,Black
1479,2019,Independent,Black
1480,2019,Democrat,Black
1481,2019,Democrat,Black
1482,2019,Independent,Black
1483,2019,Democrat,Black
1484,2019,Democrat,Black
1485,2019,Republican,Black
1486,2019,Democrat,Black
1487,2019,Democrat,Black
1488,2019,Democrat,Black
1489,2019,Independent,Black
1490,2019,Independent,Black
1491,2019,Independent,Black
1492,2019,Independent,Black
1493,2019,Democrat,Black
1494,2019,Democrat,Black
1495,2019,Independent,Black
1496,2019,Republican,Black
1497,2019,Democrat,Black
1498,2019,Democrat,Black
1499,2019,Independent,Black
1500,2019,Independent,Black
1501,2019,Democrat,Black
1502,2019,Independent,Black
1503,2019,Democrat,Black
1504,2019,Independent,Black
1505,2019,Democrat,Black
1506,2019,Democrat,Black
1507,2019,Democrat,Black
1508,2019,Democrat,Black
1509,2019,Unsure/Refused,Black
1510,2019,Democrat,Black
1511,2019,Democrat,Black
1512,2019,Democrat,Black
1513,2019,Democrat,Black
1514,2019,Democrat,Black
1515,2019,Democrat,Black
1516,2019,Independent,Black
1517,2019,Democrat,Black
1518,2019,Independent,Black
1519,2019,Unsure/Refused,Black
1520,2019,Democrat,Black
1521,2019,Independent,Black
1522,2019,Democrat,Black
1523,2019,Democrat,Black
1524,2019,Democrat,Black
1525,2019,Independent,Black
1526,2019,Independent,Black
1527,2019,Unsure/Refused,Black
1528,2019,Democrat,Black
1529,2019,Unsure/Refused,Black
1530,2019,Democrat,Black
1531,2019,Democrat,Black
1532,2019,Democrat,Black
1533,2019,Democrat,Black
1534,2019,Republican,Black
1535,2019,Independent,Black
1536,2019,Democrat,Black
1537,2019,Democrat,Black
1538,2019,Democrat,Black
1539,2019,Democrat,Black
1540,2019,Independent,Black
1541,2019,Unsure/Refused,Black
1542,2019,Democrat,Black
1543,2019,Democrat,Black
1544,2019,Democrat,Black
1545,2019,Democrat,Black
1546,2019,Democrat,Black
1547,2019,Independent,Black
1548,2019,Independent,Black
1549,2019,Democrat,Black
1550,2019,Democrat,Black
1551,2019,Democrat,Black
1552,2019,Republican,Black
1553,2019,Democrat,Black
1554,2019,Democrat,Black
1555,2019,Democrat,Black
1556,2019,Democrat,Black
1557,2019,Independent,Black
1558,2019,Democrat,Black
1559,2019,Independent,Black
1560,2019,Democrat,Black
1561,2019,Democrat,Black
1562,2019,Unsure/Refused,Black
1563,2019,Democrat,Black
3732,2019,Independent,White
3733,2019,Republican,White
3734,2019,Democrat,White
3735,2019,Democrat,White
3736,2019,Republican,White
3737,2019,Independent,White
3738,2019,Republican,White
3739,2019,Democrat,White
3740,2019,Independent,White
3741,2019,Democrat,White
3742,2019,Republican,White
3743,2019,Independent,White
3744,2019,Republican,White
3745,2019,Republican,White
3746,2019,Republican,White
3747,2019,Democrat,White
3748,2019,Democrat,White
3749,2019,Democrat,White
3750,2019,Republican,White
3751,2019,Independent,White
3752,2019,Republican,White
3753,2019,Democrat,White
3754,2019,Independent,White
3755,2019,Independent,White
3756,2019,Republican,White
3757,2019,Republican,White
3758,2019,Unsure/Refused,White
3759,2019,Democrat,White
3760,2019,Independent,White
3761,2019,Independent,White
3762,2019,Democrat,White
3763,2019,Democrat,White
3764,2019,Democrat,White
3765,2019,Republican,White
3766,2019,Democrat,White
3767,2019,Republican,White
3768,2019,Republican,White
3769,2019,Democrat,White
3770,2019,Republican,White
3771,2019,Democrat,White
3772,2019,Democrat,White
3773,2019,Democrat,White
3774,2019,Democrat,White
3775,2019,Independent,White
3776,2019,Republican,White
3777,2019,Republican,White
3778,2019,Independent,White
3779,2019,Democrat,White
3780,2019,Independent,White
3781,2019,Independent,White
3782,2019,Independent,White
3783,2019,Republican,White
3784,2019,Republican,White
3785,2019,Republican,White
3786,2019,Independent,White
3787,2019,Independent,White
3788,2019,Independent,White
3789,2019,Republican,White
3790,2019,Democrat,White
3791,2019,Republican,White
3792,2019,Independent,White
3793,2019,Independent,White
3794,2019,Independent,White
3795,2019,Republican,White
3796,2019,Republican,White
3797,2019,Democrat,White
3798,2019,Independent,White
3799,2019,Republican,White
3800,2019,Republican,White
3801,2019,Democrat,White
3802,2019,Independent,White
3803,2019,Republican,White
3804,2019,Republican,White
3805,2019,Republican,White
3806,2019,Independent,White
3807,2019,Democrat,White
3808,2019,Democrat,White
3809,2019,Republican,White
3810,2019,Republican,White
3811,2019,Democrat,White
3812,2019,Independent,White
3813,2019,Independent,White
3814,2019,Republican,White
3815,2019,Democrat,White
3816,2019,Independent,White
3817,2019,Democrat,White
3818,2019,Republican,White
3819,2019,Independent,White
3820,2019,Independent,White
3821,2019,Independent,White
3822,2019,Independent,White
3823,2019,Independent,White
3824,2019,Republican,White
3825,2019,Republican,White
3826,2019,Independent,White
3827,2019,Republican,White
3828,2019,Democrat,White
3829,2019,Republican,White
3830,2019,Independent,White
3831,2019,Independent,White
3832,2019,Unsure/Refused,White
3833,2019,Republican,White
3834,2019,Democrat,White
3835,2019,Republican,White
3836,2019,Democrat,White
3837,2019,Democrat,White
3838,2019,Republican,White
3839,2019,Republican,White
3840,2019,Democrat,White
3841,2019,Republican,White
3842,2019,Republican,White
3843,2019,Democrat,White
3844,2019,Independent,White
3845,2019,Democrat,White
3846,2019,Republican,White
3847,2019,Democrat,White
3848,2019,Independent,White
3849,2019,Republican,White
3850,2019,Republican,White
3851,2019,Democrat,White
3852,2019,Republican,White
3853,2019,Republican,White
3854,2019,Democrat,White
3855,2019,Unsure/Refused,White
3856,2019,Republican,White
3857,2019,Democrat,White
3858,2019,Republican,White
3859,2019,Democrat,White
3860,2019,Republican,White
3861,2019,Independent,White
3862,2019,Independent,White
3863,2019,Republican,White
3864,2019,Independent,White
3865,2019,Republican,White
3866,2019,Independent,White
3867,2019,Independent,White
3868,2019,Unsure/Refused,White
3869,2019,Democrat,White
3870,2019,Republican,White
3871,2019,Democrat,White
3872,2019,Democrat,White
3873,2019,Independent,White
3874,2019,Independent,White
3875,2019,Democrat,White
3876,2019,Independent,White
3877,2019,Republican,White
3878,2019,Republican,White
3879,2019,Republican,White
3880,2019,Republican,White
3881,2019,Democrat,White
3882,2019,Democrat,White
3883,2019,Republican,White
3884,2019,Independent,White
3885,2019,Republican,White
3886,2019,Independent,White
3887,2019,Republican,White
3888,2019,Democrat,White
3889,2019,Republican,White
3890,2019,Independent,White
3891,2019,Independent,White
3892,2019,Independent,White
3893,2019,Democrat,White
3894,2019,Independent,White
3895,2019,Democrat,White
3896,2019,Republican,White
3897,2019,Democrat,White
3898,2019,Democrat,White
3899,2019,Independent,White
3900,2019,Independent,White
3901,2019,Independent,White
3902,2019,Independent,White
3903,2019,Independent,White
3904,2019,Independent,White
3905,2019,Independent,White
3906,2019,Republican,White
3907,2019,Republican,White
3908,2019,Republican,White
3909,2019,Republican,White
3910,2019,Democrat,White
3911,2019,Republican,White
3912,2019,Democrat,White
3913,2019,Independent,White
3914,2019,Republican,White
3915,2019,Democrat,White
3916,2019,Democrat,White
3917,2019,Republican,White
3918,2019,Democrat,White
3919,2019,Republican,White
3920,2019,Democrat,White
3921,2019,Democrat,White
3922,2019,Independent,White
3923,2019,Democrat,White
3924,2019,Independent,White
3925,2019,Republican,White
3926,2019,Republican,White
3927,2019,Republican,White
3928,2019,Republican,White
3929,2019,Republican,White
3930,2019,Independent,White
